id,message,label
1318,Noted thank you thanks,0
1319,Okay thanks will update,0
1320,Noted thank you will update,0
1321,Noted thank you noted,0
1322,Thanks I will handle it okay,0
1323,Sure I will check thanks,0
1324,Received the message will update,0
1325,Received the message thanks,0
1326,Received the message noted,0
1327,Sure thanks thanks,0
1328,Sure thanks okay,0
1329,Noted thank you okay,0
1330,Noted thank you will update,0
1331,Thanks for informing noted,0
1332,Received the message,0
1333,Thanks I will handle it will update,0
1334,Got it okay,0
1335,Okay noted noted,0
1336,Will review soon thanks,0
1337,Received the message,0
1338,Received the message,0
1339,Noted thank you okay,0
1340,Understood noted,0
1341,Sure thanks okay,0
1342,Sure I will check thanks,0
1343,Okay noted will update,0
1344,Received the message will update,0
1345,Sure thanks noted,0
1346,Will do,0
1347,Thanks I will handle it will update,0
1348,Sure I will check thanks,0
1349,Okay got it thanks will update,0
1350,Sure I will check thanks,0
1351,Okay got it thanks,0
1352,Got it noted,0
1353,Sure thanks okay,0
1354,Thanks for the update thanks,0
1355,Okay got it thanks will update,0
1356,Thanks for informing thanks,0
1357,Got it okay,0
1358,Okay thanks thanks,0
1359,Will review soon noted,0
1360,Noted thank you noted,0
1361,Understood,0
1362,Thanks for informing,0
1363,Understood will update,0
1364,Sure I will check will update,0
1365,Sure thanks,0
1366,Thanks for informing thanks,0
1367,Got it thanks,0
1368,Thanks for informing,0
1369,Okay noted okay,0
1370,Will review soon okay,0
1371,Will do noted,0
1372,Thanks for informing,0
1373,Okay got it thanks noted,0
1374,Thanks I will handle it will update,0
1375,Thanks for the update noted,0
1376,Received the message okay,0
1377,Understood will update,0
1378,I will look into it okay,0
1379,Thanks for informing thanks,0
1380,Okay noted will update,0
1381,Okay thanks noted,0
1382,Sure I will check,0
1383,Noted thank you thanks,0
1384,Sure thanks okay,0
1385,Understood noted,0
1386,Sure thanks thanks,0
1387,Okay got it thanks noted,0
1388,Will review soon noted,0
1389,Thanks I will handle it thanks,0
1390,Will do will update,0
1391,Okay noted okay,0
1392,Okay noted okay,0
1393,I will look into it noted,0
1394,Thanks for the update okay,0
1395,Understood,0
1396,Will do thanks,0
1397,Okay thanks noted,0
1398,Thanks for informing thanks,0
1399,Okay got it thanks noted,0
1400,Got it thanks,0
1401,Okay thanks noted,0
1402,Noted thank you noted,0
1403,Thanks I will handle it will update,0
1404,Okay got it thanks noted,0
1405,Understood noted,0
1406,Sure thanks thanks,0
1407,Okay got it thanks,0
1408,Okay thanks noted,0
1409,Will do okay,0
1410,Understood will update,0
1411,Thanks for informing noted,0
1412,Sure thanks,0
1413,Understood noted,0
1414,Noted thank you will update,0
1415,Sure I will check thanks,0
1416,Will do okay,0
1417,Will do okay,0
1418,Sure thanks will update,0
1419,Noted thank you okay,0
1420,Sure thanks will update,0
1421,Thanks for informing okay,0
1422,Will review soon will update,0
1423,Will review soon thanks,0
1424,Will review soon thanks,0
1425,Understood will update,0
1426,Okay noted,0
1427,I will look into it okay,0
1428,I will look into it noted,0
1429,Thanks for the update will update,0
1430,Thanks for the update,0
1431,Okay noted will update,0
1432,Thanks for informing will update,0
1433,Sure I will check will update,0
1434,I will look into it thanks,0
1435,Will do noted,0
1436,Okay noted will update,0
1437,Okay thanks,0
1438,Understood thanks,0
1439,Sure thanks will update,0
1440,Okay thanks,0
1441,Thanks for informing will update,0
1442,Okay thanks,0
1443,Okay thanks thanks,0
1444,I will look into it okay,0
1445,Okay thanks will update,0
1446,Okay got it thanks will update,0
1447,Okay thanks noted,0
1448,Sure thanks,0
1449,Got it noted,0
1450,Okay noted,0
1451,Sure thanks thanks,0
1452,Thanks I will handle it,0
1453,Okay got it thanks okay,0
1454,Noted thank you,0
1455,I will look into it,0
1456,Thanks for informing,0
1457,Thanks for informing okay,0
1458,Okay got it thanks noted,0
1459,Got it thanks,0
1460,Will review soon thanks,0
1461,Will review soon okay,0
1462,Noted thank you okay,0
1463,Okay thanks okay,0
1464,Got it,0
1465,Understood will update,0
1466,Will do noted,0
1467,Thanks for the update thanks,0
1468,I will look into it okay,0
1469,I will look into it thanks,0
1470,Sure thanks thanks,0
1471,Okay noted,0
1472,Will review soon,0
1473,Received the message okay,0
1474,Understood will update,0
1475,Got it will update,0
1476,Got it thanks,0
1477,Sure I will check okay,0
1478,Noted thank you thanks,0
1479,Received the message thanks,0
1480,Thanks for informing,0
1481,Okay got it thanks okay,0
1482,Thanks I will handle it,0
1483,Sure I will check thanks,0
1484,Thanks for the update,0
1485,Thanks I will handle it,0
1486,Okay thanks will update,0
1487,Understood,0
1488,Sure I will check,0
1489,Got it okay,0
1490,Sure I will check will update,0
1491,Sure I will check,0
1492,Will do will update,0
1493,Received the message thanks,0
1494,Okay noted will update,0
1495,Noted thank you will update,0
1496,Thanks I will handle it noted,0
1497,Sure I will check noted,0
1498,Thanks for informing thanks,0
1499,Understood will update,0
1500,Sure I will check okay,0
1501,Received the message noted,0
1502,Okay got it thanks will update,0
1503,Thanks I will handle it thanks,0
1504,Understood okay,0
1505,I will look into it okay,0
1506,Okay got it thanks noted,0
1507,Understood okay,0
1508,Will review soon will update,0
1509,Noted thank you okay,0
1510,Got it thanks,0
1511,Received the message okay,0
1512,Will do will update,0
1513,Okay thanks thanks,0
1514,Okay noted thanks,0
1515,Received the message thanks,0
1516,Will review soon okay,0
1517,Thanks for informing,0
1518,I will look into it okay,0
1519,Got it will update,0
1520,I will look into it thanks,0
1521,Got it thanks,0
1522,Received the message thanks,0
1523,Noted thank you,0
1524,Thanks for informing okay,0
1525,Okay noted noted,0
1526,Thanks for the update will update,0
1527,Sure thanks thanks,0
1528,Okay got it thanks noted,0
1529,Got it will update,0
1530,Thanks I will handle it,0
1531,Okay noted,0
1532,Sure I will check will update,0
1533,Sure thanks will update,0
1534,Sure I will check okay,0
1535,Sure I will check noted,0
1536,Received the message,0
1537,Sure I will check thanks,0
1538,Sure thanks,0
1539,Sure thanks okay,0
1540,Thanks for informing thanks,0
1541,Sure thanks will update,0
1542,Sure thanks thanks,0
1543,Got it thanks,0
1544,I will look into it noted,0
1545,Will review soon noted,0
1546,Got it okay,0
1547,I will look into it noted,0
1548,Received the message noted,0
1549,Noted thank you will update,0
1550,Thanks for informing okay,0
1551,Okay thanks,0
1552,Will review soon okay,0
1553,Will review soon noted,0
1554,Thanks for informing thanks,0
1555,Noted thank you noted,0
1556,Got it,0
1557,Thanks I will handle it thanks,0
1558,Sure thanks thanks,0
1559,Okay got it thanks noted,0
1560,I will look into it will update,0
1561,Thanks I will handle it okay,0
1562,Received the message thanks,0
1563,Sure I will check noted,0
1564,Sure I will check okay,0
1565,Thanks I will handle it thanks,0
1566,Okay thanks will update,0
1567,Understood noted,0
1568,Received the message okay,0
1569,Sure thanks okay,0
1570,Okay thanks thanks,0
1571,Sure thanks noted,0
1572,Will do thanks,0
1573,Sure thanks will update,0
1574,Okay thanks thanks,0
1575,Thanks for informing will update,0
1576,Understood,0
1577,I will look into it,0
1578,Okay noted,0
1579,Okay noted,0
1580,Will review soon,0
1581,Got it thanks,0
1582,Okay noted thanks,0
1583,Thanks for the update thanks,0
1584,Okay got it thanks thanks,0
1585,I will look into it okay,0
1586,Noted thank you,0
1587,Thanks I will handle it will update,0
1588,Thanks for informing okay,0
1589,Understood okay,0
1590,Okay got it thanks,0
1591,I will look into it will update,0
1592,Got it,0
1593,Okay got it thanks will update,0
1594,Sure thanks noted,0
1595,I will look into it noted,0
1596,Okay got it thanks will update,0
1597,Okay noted okay,0
1598,Will review soon thanks,0
1599,Thanks for the update,0
1600,I will look into it thanks,0
1601,Sure I will check thanks,0
1602,Thanks I will handle it will update,0
1603,Received the message noted,0
1604,Received the message okay,0
1605,Thanks for the update noted,0
1606,Got it okay,0
1607,Thanks I will handle it thanks,0
1608,Sure thanks thanks,0
1609,Received the message,0
1610,Understood,0
1611,Thanks for the update okay,0
1612,Got it okay,0
1613,I will look into it okay,0
1614,Okay got it thanks,0
1615,Sure thanks thanks,0
1616,Thanks for the update okay,0
1617,Okay noted okay,0
1618,Understood noted,0
1619,Thanks I will handle it,0
1620,Thanks for informing will update,0
1621,Thanks for informing,0
1622,Sure I will check thanks,0
1623,Thanks for informing will update,0
1624,Okay thanks noted,0
1625,Okay got it thanks,0
1626,Understood noted,0
1627,Thanks for informing will update,0
1628,Thanks I will handle it,0
1629,Will do noted,0
1630,Okay got it thanks thanks,0
1631,Thanks I will handle it thanks,0
1632,Will review soon okay,0
1633,Thanks for informing,0
1634,Received the message thanks,0
1635,Thanks I will handle it thanks,0
1636,Thanks I will handle it okay,0
1637,Understood will update,0
1638,Noted thank you okay,0
1639,Will review soon thanks,0
1640,Will review soon,0
1641,I will look into it noted,0
1642,Okay got it thanks,0
1643,Got it thanks,0
1644,Okay noted,0
1645,Noted thank you will update,0
1646,Will review soon will update,0
1647,Thanks I will handle it okay,0
1648,Will review soon noted,0
1649,Okay got it thanks noted,0
1650,Will review soon okay,0
1651,Okay thanks thanks,0
1652,Noted thank you will update,0
1653,Got it okay,0
1654,Will do will update,0
1655,Understood okay,0
1656,Thanks for the update will update,0
1657,Received the message thanks,0
1658,Sure thanks,0
1659,Thanks for the update noted,0
1660,Will do okay,0
1661,Sure thanks thanks,0
1662,Sure thanks okay,0
1663,Noted thank you noted,0
1664,Thanks for the update,0
1665,Okay got it thanks noted,0
1666,Okay thanks noted,0
1667,Will review soon noted,0
1668,Thanks for the update thanks,0
1669,Thanks for the update thanks,0
1670,Got it okay,0
1671,I will look into it will update,0
1672,I will look into it okay,0
1673,Thanks for the update,0
1674,Thanks for the update noted,0
1675,I will look into it,0
1676,Thanks I will handle it will update,0
1677,Will review soon noted,0
1678,Okay noted okay,0
1679,Okay got it thanks noted,0
1680,Got it okay,0
1681,Will review soon,0
1682,Sure thanks will update,0
1683,Thanks for informing thanks,0
1684,Thanks I will handle it will update,0
1685,Will do okay,0
1686,Will do thanks,0
1687,Received the message noted,0
1688,Received the message okay,0
1689,Will do,0
1690,Will do okay,0
1691,Received the message okay,0
1692,Received the message okay,0
1693,Will review soon,0
1694,Noted thank you noted,0
1695,Sure I will check okay,0
1696,Thanks I will handle it will update,0
1697,Sure I will check okay,0
1698,Thanks for the update thanks,0
1699,Received the message,0
1700,Got it noted,0
1701,Okay noted will update,0
1702,Got it noted,0
1703,Okay thanks noted,0
1704,Got it will update,0
1705,Will do noted,0
1706,Noted thank you will update,0
1707,Sure thanks thanks,0
1708,Okay thanks noted,0
1709,Will do okay,0
1710,Noted thank you noted,0
1711,Sure thanks okay,0
1712,Thanks I will handle it thanks,0
1713,Noted thank you okay,0
1714,Received the message okay,0
1715,Noted thank you,0
1716,Thanks for informing will update,0
1717,Sure I will check will update,0
1718,I will look into it thanks,0
1719,Understood will update,0
1720,Okay got it thanks okay,0
1721,Sure thanks thanks,0
1722,Okay thanks noted,0
1723,Okay noted,0
1724,Okay noted okay,0
1725,Understood okay,0
1726,Will do noted,0
1727,Sure I will check noted,0
1728,Understood thanks,0
1729,Sure thanks okay,0
1730,Will review soon okay,0
1731,Thanks for the update okay,0
1732,Thanks I will handle it okay,0
1733,Thanks I will handle it okay,0
1734,I will look into it will update,0
1735,Thanks for informing okay,0
1736,I will look into it,0
1737,Will review soon noted,0
1738,Sure thanks will update,0
1739,Thanks I will handle it,0
1740,Thanks for the update thanks,0
1741,Understood noted,0
1742,Will do will update,0
1743,Okay got it thanks will update,0
1744,Understood okay,0
1745,Will review soon noted,0
1746,Will review soon okay,0
1747,Thanks for the update,0
1748,Thanks for the update noted,0
1749,Sure I will check will update,0
1750,Sure thanks will update,0
1751,I will look into it will update,0
1752,Sure thanks will update,0
1753,Sure I will check okay,0
1754,Noted thank you okay,0
1755,Okay thanks will update,0
1756,Sure thanks will update,0
1757,Will do noted,0
1758,Okay got it thanks okay,0
1759,Thanks for the update noted,0
1760,Got it,0
1761,Thanks for the update thanks,0
1762,Noted thank you noted,0
1763,Noted thank you okay,0
1764,Will review soon thanks,0
1765,I will look into it okay,0
1766,Noted thank you okay,0
1767,Thanks for the update okay,0
1768,Sure thanks okay,0
1769,Noted thank you,0
1770,Received the message,0
1771,Will review soon,0
1772,Okay got it thanks noted,0
1773,Understood,0
1774,Understood thanks,0
1775,Thanks for informing thanks,0
1776,I will look into it thanks,0
1777,I will look into it thanks,0
1778,Noted thank you will update,0
1779,Got it okay,0
1780,Sure I will check okay,0
1781,Understood thanks,0
1782,Will do okay,0
1783,Got it,0
1784,Sure thanks will update,0
1785,Thanks for informing thanks,0
1786,Okay thanks will update,0
1787,Got it okay,0
1788,Okay got it thanks thanks,0
1789,Sure I will check noted,0
1790,Will review soon,0
1791,Thanks I will handle it,0
1792,Will review soon will update,0
1793,Will do noted,0
1794,Noted thank you thanks,0
1795,Okay thanks,0
1796,Received the message okay,0
1797,I will look into it noted,0
1798,Thanks I will handle it okay,0
1799,Thanks I will handle it okay,0
1800,Thanks I will handle it,0
1801,Noted thank you noted,0
1802,Okay noted okay,0
1803,Thanks I will handle it thanks,0
1804,Okay noted noted,0
1805,Thanks for informing will update,0
1806,Thanks I will handle it,0
1807,Understood thanks,0
1808,Noted thank you,0
1809,Sure I will check noted,0
1810,Thanks for the update thanks,0
1811,Noted thank you thanks,0
1812,I will look into it okay,0
1813,Got it will update,0
1814,Will do will update,0
1815,Got it okay,0
1816,Will do okay,0
1817,Understood will update,0
1818,Sure thanks thanks,0
1819,I will look into it thanks,0
1820,Okay thanks noted,0
1821,Will do thanks,0
1822,Noted thank you okay,0
1823,Thanks I will handle it,0
1824,Okay noted noted,0
1825,Okay got it thanks okay,0
1826,Will do thanks,0
1827,Okay noted okay,0
1828,I will look into it will update,0
1829,Understood okay,0
1830,Got it okay,0
1831,Got it okay,0
1832,Okay thanks thanks,0
1833,Thanks for the update will update,0
1834,Okay got it thanks thanks,0
1835,Received the message,0
1836,Received the message thanks,0
1837,I will look into it noted,0
1838,Will do okay,0
1839,Thanks I will handle it okay,0
1840,I will look into it will update,0
1841,Thanks for the update will update,0
1842,Thanks for the update noted,0
1843,Will review soon will update,0
1844,Okay noted noted,0
1845,I will look into it,0
1846,Will review soon okay,0
1847,I will look into it thanks,0
1848,Got it,0
1849,Sure thanks thanks,0
1850,Received the message,0
1851,Okay thanks noted,0
1852,Noted thank you,0
1853,Okay thanks,0
1854,Will review soon thanks,0
1855,Sure I will check will update,0
1856,Sure thanks noted,0
1857,Okay noted will update,0
1858,Understood okay,0
1859,Will do will update,0
1860,Will do thanks,0
1861,Okay noted thanks,0
1862,Will review soon,0
1863,Thanks I will handle it noted,0
1864,I will look into it noted,0
1865,Thanks I will handle it will update,0
1866,Will do noted,0
1867,Sure thanks noted,0
1868,Received the message will update,0
1869,Received the message will update,0
1870,Thanks for informing,0
1871,Will do okay,0
1872,Thanks for informing,0
1873,Received the message thanks,0
1874,Sure thanks thanks,0
1875,Sure I will check thanks,0
1876,Sure thanks noted,0
1877,Okay noted thanks,0
1878,Will review soon okay,0
1879,Okay thanks thanks,0
1880,Thanks I will handle it noted,0
1881,Understood okay,0
1882,Got it okay,0
1883,Thanks for the update,0
1884,Got it will update,0
1885,Sure thanks noted,0
1886,Sure thanks noted,0
1887,Okay thanks okay,0
1888,Noted thank you will update,0
1889,Okay got it thanks,0
1890,Sure thanks okay,0
1891,Understood noted,0
1892,Okay noted,0
1893,Will review soon will update,0
1894,Got it thanks,0
1895,Got it thanks,0
1896,Okay thanks noted,0
1897,Noted thank you noted,0
1898,Noted thank you will update,0
1899,Thanks I will handle it thanks,0
1900,Thanks I will handle it okay,0
1901,Will review soon noted,0
1902,Thanks for informing,0
1903,Okay got it thanks,0
1904,Understood okay,0
1905,Okay got it thanks,0
1906,Thanks for informing thanks,0
1907,Okay thanks okay,0
1908,Okay got it thanks okay,0
1909,Sure I will check thanks,0
1910,Thanks for informing noted,0
1911,Will do noted,0
1912,Thanks for the update noted,0
1913,Received the message,0
1914,Noted thank you thanks,0
1915,Okay got it thanks okay,0
1916,Understood noted,0
1917,Sure thanks thanks,0
1918,Got it,0
1919,Sure thanks,0
1920,Okay got it thanks thanks,0
1921,Okay thanks,0
1922,Will do will update,0
1923,Sure I will check will update,0
1924,Understood okay,0
1925,Okay got it thanks,0
1926,Sure thanks noted,0
1927,Okay noted,0
1928,Okay noted okay,0
1929,Sure thanks thanks,0
1930,Okay thanks,0
1931,Sure I will check okay,0
1932,Thanks for the update,0
1933,Thanks for the update noted,0
1934,Noted thank you noted,0
1935,Will do okay,0
1936,Will review soon thanks,0
1937,Understood thanks,0
1938,Thanks for the update will update,0
1939,Thanks I will handle it,0
1940,Thanks I will handle it thanks,0
1941,Okay thanks noted,0
1942,Sure thanks thanks,0
1943,Understood thanks,0
1944,Thanks for informing okay,0
1945,Thanks I will handle it okay,0
1946,Okay noted thanks,0
1947,Thanks for the update,0
1948,Will do,0
1949,Thanks I will handle it okay,0
1950,Noted thank you okay,0
1951,Noted thank you thanks,0
1952,Sure I will check noted,0
1953,Understood,0
1954,Sure I will check will update,0
1955,Thanks I will handle it will update,0
1956,Sure thanks will update,0
1957,Received the message,0
1958,Okay noted noted,0
1959,Sure I will check will update,0
1960,Thanks I will handle it will update,0
1961,Sure I will check okay,0
1962,Received the message,0
1963,Will review soon thanks,0
1964,Okay thanks okay,0
1965,Thanks for the update thanks,0
1966,Okay thanks will update,0
1967,Thanks for the update will update,0
1968,Thanks for informing,0
1969,Noted thank you noted,0
1970,Will do okay,0
1971,Okay noted will update,0
1972,Got it noted,0
1973,I will look into it thanks,0
1974,Will review soon okay,0
1975,Will review soon,0
1976,Okay got it thanks will update,0
1977,Thanks for the update,0
1978,Received the message thanks,0
1979,Okay got it thanks,0
1980,Will review soon okay,0
1981,I will look into it noted,0
1982,Understood will update,0
1983,Will review soon okay,0
1984,Got it okay,0
1985,Thanks for the update will update,0
1986,I will look into it will update,0
1987,Will do noted,0
1988,Thanks for the update noted,0
1989,Thanks for the update will update,0
1990,Thanks for informing thanks,0
1991,Will review soon thanks,0
1992,I will look into it noted,0
1993,Got it will update,0
1994,Understood,0
1995,Received the message okay,0
1996,Sure thanks thanks,0
1997,Okay got it thanks thanks,0
1998,Thanks for the update okay,0
1999,Thanks for the update okay,0
2000,Thanks I will handle it will update,0
